tap,id,gt_start,gt_end,pred_start,pred_end,tiou
encoder,nisqa_temporal_05211,6.386,7.075,6.36,6.84,0.6349650349650348
encoder,nisqa_temporal_05218,5.205,5.878,0.16,0.72,0.0
encoder,nisqa_temporal_05251,3.054,3.826,4.6000000000000005,4.88,0.0
encoder,nisqa_temporal_05278,4.467,5.823,4.44,5.48,0.7324656543745487
encoder,nisqa_temporal_05312,3.719,4.717,8.68,8.76,0.0
encoder,nisqa_temporal_05339,9.709,10.533,3.92,4.88,0.0
encoder,nisqa_temporal_05353,5.302,6.337,5.24,6.44,0.8625
encoder,nisqa_temporal_05366,3.045,3.83,1.56,1.76,0.0
encoder,nisqa_temporal_05400,0.206,1.823,1.4000000000000001,1.84,0.2588739290085678
encoder,nisqa_temporal_05407,0.389,1.283,0.4,0.92,0.5816554809843402
encoder,nisqa_temporal_05420,1.36,2.136,0.96,2.2,0.6258064516129033
encoder,nisqa_temporal_05427,0.57,1.767,0.52,1.92,0.8550000000000001
encoder,nisqa_temporal_05461,4.334,4.958,4.32,5.12,0.7800000000000009
encoder,nisqa_temporal_05515,7.354,8.542,1.2,1.56,0.0
encoder,nisqa_temporal_05521,6.189,7.419,6.2,7.16,0.780487804878049
encoder,nisqa_temporal_05528,1.026,1.882,2.8000000000000003,3.4,0.0
encoder,nisqa_temporal_05542,1.399,3.788,1.72,1.92,0.08371703641691085
encoder,nisqa_temporal_05548,6.034,6.78,2.36,2.72,0.0
encoder,nisqa_temporal_05616,6.107,6.924,5.96,6.48,0.38692946058091293
encoder,nisqa_temporal_05643,6.255,7.608,6.32,6.96,0.4730229120473021
encoder,nisqa_temporal_05650,2.39,3.366,2.36,2.72,0.3280318091451292
encoder,nisqa_temporal_05663,6.735,7.67,0.36,0.56,0.0
encoder,nisqa_temporal_05704,2.247,3.749,2.8000000000000003,3.56,0.5059920106524631
encoder,nisqa_temporal_05731,2.423,3.708,2.36,3.84,0.8682432432432433
encoder,nisqa_temporal_05764,2.121,4.076,3.4,3.8000000000000003,0.20460358056266006
encoder,nisqa_temporal_05778,1.79,2.395,1.96,2.08,0.1983471074380167
encoder,nisqa_temporal_05798,0.001,0.841,0.48,0.8,0.380952380952381
encoder,nisqa_temporal_05980,9.802,10.89,9.84,10.48,0.5882352941176471
encoder,nisqa_temporal_05987,1.227,1.845,1.6,2.0,0.316946959896507
encoder,nisqa_temporal_06007,0.163,1.082,0.4,0.6,0.21762785636561474
encoder,nisqa_temporal_06028,5.619,7.051,6.8,6.92,0.0837988826815643
encoder,nisqa_temporal_06061,0.199,0.857,0.2,0.56,0.5471124620060792
encoder,nisqa_temporal_06142,1.458,2.315,1.56,2.04,0.5600933488914819
encoder,nisqa_temporal_06149,1.244,1.865,1.32,1.84,0.8373590982286635
encoder,nisqa_temporal_06169,4.177,4.784,3.92,4.84,0.6597826086956524
encoder,nisqa_temporal_06190,0.151,1.07,0.4,1.04,0.6964091403699673
encoder,nisqa_temporal_06196,7.187,9.687,7.2,7.72,0.2079999999999999
encoder,nisqa_temporal_06291,0.581,1.998,1.36,1.48,0.0846859562455892
encoder,nisqa_temporal_06304,6.552,8.207,6.5600000000000005,8.0,0.8700906344410867
encoder,nisqa_temporal_06311,1.845,2.538,1.72,2.6,0.7874999999999998
encoder,nisqa_temporal_06325,2.01,2.782,2.52,2.84,0.3156626506024096
encoder,nisqa_temporal_06331,6.475,7.544,7.12,7.68,0.351867219917012
encoder,nisqa_temporal_06412,8.216,8.925,1.56,2.12,0.0
encoder,nisqa_temporal_06453,4.318,4.927,2.96,3.6,0.0
encoder,nisqa_temporal_06500,2.325,3.054,2.24,3.24,0.7289999999999996
encoder,nisqa_temporal_06527,0.933,1.929,1.52,1.92,0.40160642570281113
encoder,nisqa_temporal_06554,5.943,6.803,6.12,6.24,0.13953488372093031
encoder,nisqa_temporal_06561,6.516,7.15,6.44,7.24,0.7925000000000006
encoder,nisqa_temporal_06568,5.202,6.952,3.44,4.0,0.0
encoder,nisqa_temporal_06588,1.809,2.465,2.0,2.44,0.6707317073170732
encoder,nisqa_temporal_06595,3.307,4.073,1.48,1.52,0.0
encoder,nisqa_temporal_06601,2.595,3.33,2.56,2.88,0.37012987012986975
encoder,nisqa_temporal_06608,5.028,6.184,2.72,2.92,0.0
encoder,nisqa_temporal_06622,0.544,1.148,0.6,1.0,0.6622516556291391
encoder,nisqa_temporal_06628,2.665,4.231,2.7600000000000002,3.16,0.25542784163473814
encoder,nisqa_temporal_06635,9.091,9.724,9.16,9.32,0.2527646129541863
encoder,nisqa_temporal_06662,0.589,1.888,0.72,0.92,0.15396458814472677
encoder,nisqa_temporal_06696,4.522,5.68,4.5600000000000005,5.6000000000000005,0.8981001727115722
encoder,nisqa_temporal_06811,9.047,9.652,5.24,5.44,0.0
encoder,nisqa_temporal_06844,8.032,10.53,10.28,10.36,0.03202562049639716
encoder,nisqa_temporal_06885,3.998,4.883,1.48,1.6400000000000001,0.0
encoder,nisqa_temporal_06892,1.861,4.273,1.72,4.48,0.8739130434782606
encoder,nisqa_temporal_06905,1.135,2.872,2.48,2.96,0.21479452054794518
encoder,nisqa_temporal_06966,3.216,4.005,3.12,3.92,0.7954802259887005
encoder,nisqa_temporal_06993,3.3,4.91,3.88,4.12,0.14906832298136657
encoder,nisqa_temporal_07000,3.352,4.181,3.3200000000000003,3.96,0.7061556329849016
encoder,nisqa_temporal_07101,5.265,5.866,5.0,5.5600000000000005,0.34064665127020893
encoder,nisqa_temporal_07135,2.691,3.328,4.76,4.96,0.0
encoder,nisqa_temporal_07148,3.333,5.333,3.3200000000000003,3.64,0.15250869349230003
encoder,nisqa_temporal_07243,4.954,5.639,4.96,5.48,0.759124087591241
encoder,nisqa_temporal_07249,1.265,1.899,1.6,1.68,0.12618296529968429
encoder,nisqa_temporal_07256,7.729,8.996,7.72,8.96,0.9647335423197493
encoder,nisqa_temporal_07317,2.206,2.829,2.24,2.96,0.7811671087533156
encoder,nisqa_temporal_07351,8.082,9.403,0.24,0.36,0.0
encoder,nisqa_temporal_07371,7.792,8.46,8.16,8.48,0.43604651162790764
encoder,nisqa_temporal_07465,2.151,2.778,2.52,2.84,0.37445573294629897
encoder,nisqa_temporal_07513,4.474,5.138,4.4,5.48,0.6148148148148145
encoder,nisqa_temporal_07560,0.813,1.506,1.2,1.6,0.38881829733163914
encoder,nisqa_temporal_07587,1.601,2.236,1.48,2.36,0.7215909090909094
encoder,nisqa_temporal_07634,1.596,2.348,8.2,8.4,0.0
encoder,nisqa_temporal_07654,3.576,4.243,2.32,3.04,0.0
encoder,nisqa_temporal_07675,9.323,10.301,9.28,10.24,0.8981390793339854
encoder,nisqa_temporal_07681,2.521,3.183,1.72,2.2800000000000002,0.0
encoder,nisqa_temporal_07729,4.302,6.188,2.24,2.4,0.0
encoder,nisqa_temporal_07776,3.488,4.868,3.52,4.32,0.5797101449275363
encoder,nisqa_temporal_07796,2.074,3.336,1.92,2.92,0.5974576271186441
encoder,nisqa_temporal_07830,7.535,10.164,7.68,7.76,0.030429821224800337
encoder,nisqa_temporal_07870,5.745,6.886,5.64,6.76,0.8146067415730331
encoder,nisqa_temporal_07877,3.17,4.309,3.12,4.5600000000000005,0.7909722222222222
encoder,nisqa_temporal_07891,0.849,1.821,0.88,1.32,0.45267489711934167
encoder,nisqa_temporal_07945,6.819,7.96,6.84,7.68,0.7361963190184048
encoder,nisqa_temporal_07965,5.359,6.099,5.92,6.04,0.16216216216216225
encoder,nisqa_temporal_07985,7.432,8.435,7.76,7.96,0.1994017946161517
encoder,nisqa_temporal_07999,4.208,4.82,4.4,4.8,0.6535947712418291
encoder,nisqa_temporal_08039,0.732,1.577,5.64,5.68,0.0
encoder,nisqa_temporal_08053,7.222,8.557,7.12,8.48,0.8754349338900486
encoder,nisqa_temporal_08066,3.619,5.035,3.68,5.12,0.9027315123251166
encoder,nisqa_temporal_08107,2.936,3.657,3.2,3.3200000000000003,0.1664355062413316
encoder,nisqa_temporal_08161,2.861,3.681,2.8000000000000003,3.68,0.9296254256526676
encoder,nisqa_temporal_08174,6.612,7.567,6.6000000000000005,7.5600000000000005,0.980351602895554
encoder,nisqa_temporal_08262,4.198,4.888,1.44,1.52,0.0
encoder,nisqa_temporal_08356,4.265,6.515,1.32,1.48,0.0
encoder,nisqa_temporal_08397,4.319,4.941,4.32,4.76,0.7073954983922823
encoder,nisqa_temporal_08404,8.525,9.752,0.72,0.96,0.0
encoder,nisqa_temporal_08444,1.52,2.276,1.92,2.24,0.42328042328042376
encoder,nisqa_temporal_08478,2.51,3.188,3.04,3.24,0.20273972602739732
encoder,nisqa_temporal_08491,0.015,0.856,0.76,0.92,0.10607734806629833
encoder,nisqa_temporal_08539,3.236,3.843,3.36,3.88,0.7500000000000006
encoder,nisqa_temporal_08559,0.092,0.883,0.16,0.96,0.8329493087557603
encoder,nisqa_temporal_08566,2.019,2.668,1.96,2.52,0.7076271186440675
encoder,nisqa_temporal_08606,8.483,10.012,0.24,0.32,0.0
encoder,nisqa_temporal_08633,8.547,9.44,5.0,5.08,0.0
encoder,nisqa_temporal_08674,5.218,6.004,5.32,5.72,0.5089058524173024
encoder,nisqa_temporal_08680,0.99,1.59,0.44,1.28,0.25217391304347825
encoder,nisqa_temporal_08748,6.195,7.575,6.48,6.72,0.1739130434782604
encoder,nisqa_temporal_08761,1.95,2.579,2.68,2.8000000000000003,0.0
encoder,nisqa_temporal_08768,7.431,8.205,1.4000000000000001,1.6,0.0
encoder,nisqa_temporal_08829,6.887,7.894,6.8,7.88,0.9076782449725778
encoder,nisqa_temporal_08876,2.096,3.596,2.8000000000000003,3.0,0.13333333333333316
encoder,nisqa_temporal_08883,0.989,1.706,1.0,1.32,0.44630404463040463
encoder,nisqa_temporal_08964,6.776,8.386,7.5600000000000005,8.52,0.4736238532110085
encoder,nisqa_temporal_08984,5.778,6.69,5.8,6.16,0.39473684210526316
encoder,nisqa_temporal_08991,0.822,2.322,0.84,1.2,0.24
encoder,nisqa_temporal_09005,0.092,1.439,0.96,1.56,0.3262942779291554
encoder,nisqa_temporal_09025,1.119,1.738,1.6,1.8,0.20264317180616723
encoder,nisqa_temporal_09045,1.14,2.128,1.16,2.2,0.9132075471698112
encoder,nisqa_temporal_09079,1.414,2.377,1.4000000000000001,2.48,0.8916666666666666
encoder,nisqa_temporal_09119,5.965,7.222,5.88,7.2,0.92026825633383
encoder,nisqa_temporal_09146,2.458,4.458,3.36,3.96,0.30000000000000004
encoder,nisqa_temporal_09173,7.91,8.988,0.12,0.16,0.0
encoder,nisqa_temporal_09187,0.986,1.707,6.72,6.92,0.0
encoder,nisqa_temporal_09194,3.896,5.281,3.88,5.28,0.9878658101356178
encoder,nisqa_temporal_09214,7.438,8.684,7.6000000000000005,8.52,0.7383627608346705
encoder,nisqa_temporal_09268,0.096,1.512,0.12,0.64,0.36723163841807915
encoder,nisqa_temporal_09315,0.825,2.325,0.72,2.4,0.892857142857143
encoder,nisqa_temporal_09335,1.398,2.037,1.4000000000000001,2.16,0.8359580052493433
encoder,nisqa_temporal_09356,5.171,6.921,5.08,6.16,0.5372080391091797
encoder,nisqa_temporal_09423,0.003,1.503,0.12,1.6400000000000001,0.8448381185094685
encoder,nisqa_temporal_09430,0.03,0.81,2.7600000000000002,2.96,0.0
encoder,nisqa_temporal_09450,2.494,5.494,3.7600000000000002,5.04,0.42666666666666664
encoder,nisqa_temporal_09470,3.695,6.195,4.88,5.16,0.11200000000000009
encoder,nisqa_temporal_09504,1.652,2.668,1.6,2.84,0.8193548387096776
encoder,nisqa_temporal_09524,8.366,8.981,2.08,2.24,0.0
encoder,nisqa_temporal_09531,8.587,10.321,5.32,5.4,0.0
encoder,nisqa_temporal_09538,2.636,3.461,2.52,3.48,0.8593749999999998
encoder,nisqa_temporal_09626,2.061,4.311,1.4000000000000001,1.6,0.0
encoder,nisqa_temporal_09639,3.204,3.839,6.08,6.12,0.0
encoder,nisqa_temporal_09653,3.779,5.279,4.12,4.32,0.13333333333333344
encoder,nisqa_temporal_09659,0.171,0.78,1.96,2.08,0.0
encoder,nisqa_temporal_09815,3.63,5.039,3.48,5.2,0.8191860465116277
encoder,nisqa_temporal_09842,0.031,0.737,0.28,0.56,0.396600566572238
encoder,nisqa_temporal_09848,7.428,8.645,7.96,8.24,0.23007395234182443
encoder,nisqa_temporal_09862,6.191,6.824,6.12,6.92,0.7912500000000002
encoder,nisqa_temporal_09875,4.094,4.71,4.16,4.84,0.737265415549598
encoder,nisqa_temporal_09896,5.981,7.981,6.24,6.5600000000000005,0.16000000000000014
encoder,nisqa_temporal_09956,6.16,6.775,6.16,6.5600000000000005,0.650406504065041
encoder,nisqa_temporal_09983,5.366,5.971,5.5200000000000005,5.6000000000000005,0.13223140495867772
encoder,nisqa_temporal_10017,4.818,6.646,4.72,5.0,0.0944963655244031
encoder,nisqa_temporal_10037,2.221,4.221,3.36,4.2,0.42000000000000015
encoder,nisqa_temporal_10044,7.432,8.456,1.48,1.72,0.0
encoder,nisqa_temporal_10051,4.527,6.277,5.5600000000000005,5.8,0.13714285714285676
encoder,nisqa_temporal_10139,8.281,8.974,4.44,4.48,0.0
encoder,nisqa_temporal_10240,2.705,3.322,4.8,5.0,0.0
encoder,nisqa_temporal_10274,6.807,7.911,6.84,8.040000000000001,0.8686131386861308
encoder,nisqa_temporal_10287,2.525,5.275,8.88,8.92,0.0
encoder,nisqa_temporal_10314,2.15,4.9,2.12,3.64,0.5359712230215827
encoder,nisqa_temporal_10341,1.968,4.468,2.96,3.08,0.04800000000000004
encoder,nisqa_temporal_10456,0.043,2.543,1.96,2.6,0.22800156433320304
encoder,nisqa_temporal_10476,1.144,2.181,1.12,2.12,0.919886899151744
encoder,nisqa_temporal_10564,1.86,2.484,5.12,5.32,0.0
encoder,nisqa_temporal_10658,2.655,5.155,4.84,5.08,0.09600000000000007
encoder,nisqa_temporal_10679,6.911,7.532,1.8800000000000001,2.16,0.0
encoder,nisqa_temporal_10699,7.652,8.409,4.68,4.8,0.0
encoder,nisqa_temporal_10739,2.3,2.914,2.2800000000000002,2.96,0.9029411764705891
encoder,nisqa_temporal_10773,3.673,4.363,3.56,4.8,0.5564516129032262
encoder,nisqa_temporal_10820,9.939,10.609,10.040000000000001,10.52,0.7164179104477593
encoder,nisqa_temporal_10915,5.483,6.243,5.84,6.32,0.4814814814814817
encoder,nisqa_temporal_10942,2.874,4.874,2.96,4.8,0.9200000000000002
encoder,nisqa_temporal_10949,0.239,0.855,0.6,0.84,0.3896103896103896
encoder,nisqa_temporal_10982,4.488,5.988,4.36,5.2,0.43734643734643713
encoder,nisqa_temporal_10996,2.634,3.628,0.12,0.2,0.0
encoder,nisqa_temporal_11036,0.783,1.425,0.76,1.04,0.38646616541353385
encoder,nisqa_temporal_11219,7.05,7.656,7.04,7.8,0.7973684210526316
encoder,nisqa_temporal_11239,2.934,5.003,1.44,1.6400000000000001,0.0
